GeneSymbol	ENTREZ.ID	log2FC_rectum	pvalue_rectum
A4GALT	53947	1.00608286114344	0.000608887958630015
AADAC	13	-4.09342786590334	3.83075597102723e-11
AAMDC	28971	-0.662297354707169	3.95431132124258e-07
ABCA10	10349	-0.682642309223008	0.00381949759569931
ABCA12	26154	5.65536402340611	2.22880014706773e-18
ABCA13	154664	1.0576994008392	9.25981563462689e-05
ABCA2	20	-0.668338369200826	2.65214122275039e-05
ABCA4	24	-1.04982001016564	0.00216907909632759
ABCA7	10347	0.820570534748691	0.000456139693847314
ABCA8	10351	-1.27233152737088	0.000395665852986092
ABCA9	10350	-0.796267662355137	0.000282564963133647
ABCB1	5243	-1.46893542835555	1.05779467804907e-06
ABCC1	4363	0.950444802710279	5.07168889237119e-10
ABCC2	1244	-2.79522619249	3.06366439118422e-11
ABCC6P2	730013	-0.874512018133884	2.01106227044321e-05
ABCC8	6833	-0.762606112970594	0.000603511312501473
ABCC9	10060	1.31141057848069	3.25644085196846e-05
ABCG2	9429	-1.40770422640058	0.000221400040054774
ABCG5	64240	-1.9286304400756	0.00107313365307302
ABCG8	64241	-2.19573560036285	5.06520735685537e-05
ACADS	35	-0.665441992374814	0.00115455699609251
ACAP1	9744	0.822025185209745	0.00636385128027333
ACE	1636	-1.17779387946226	0.000280434880338339
ACE2	59272	-0.899008577840751	0.0121099754853448
ACER2	340485	-0.614912500132023	0.0200266333017676
ACKR2	1238	-0.667747246593679	0.00137282692749031
ACKR4	51554	1.98848791224647	1.00492681922227e-06
ACOT12	134526	-3.39226338354271	1.55577789715812e-07
ACOT9	23597	0.6357883906703	6.13258668173128e-10
ACOX1	51	-0.639493559385508	0.00121621507959776
ACOX2	8309	-0.987528902957867	1.37069117981281e-05
ACOXL	55289	1.00668707599387	0.00210238889200664
ACSF2	80221	-1.05209422921719	3.62207134574478e-06
ACSL1	2180	1.157514025208	0.000102856720943138
ACSL4	2182	1.36230344526713	3.27254887925462e-06
ACTG2	72	0.835317740759136	0.014610788821535
ACVR1	90	0.583575937626184	1.3463324087786e-09
ACVR1B	91	-0.603671677913522	6.00696900869663e-05
ACVR1C	130399	-0.611908356597505	0.00764658523403826
ACVR2A	92	-0.645438227612208	5.12009826045632e-05
ACVR2B-AS1	100128640	-0.599083366553102	0.00297148111801927
ADA	100	1.0814279322285	7.51682181030977e-05
ADAM12	8038	1.92163831922514	3.16260660997692e-05
